ID,name,threat,Source
pmeknoingfjncbdhempgnkdgojickcko,flash player 2.3,Cloud9 Botnet,https://www.zimperium.com/blog/the-case-of-cloud9-chrome-botnet/
bhghoamapcdpbohphigoooaddinpkbai,Chat GPT For Google,FakeGPT,https://labs.guard.io/fakegpt-2-open-source-turned-malicious-in-another-variant-of-the-facebook-account-stealer-d00ef9883d61
fndokfnecpehdehdjpdldadienbcjllf,Quick access to Chat GPT,FakeGPT,https://labs.guard.io/fakegpt-new-variant-of-fake-chatgpt-chrome-extension-stealing-facebook-ad-accounts-with-4c9996a8f282
dnfpooaobokpdfndnhcbegdocljdghcc,Quick access to Chat GPT,FakeGPT,https://labs.guard.io/fakegpt-new-variant-of-fake-chatgpt-chrome-extension-stealing-facebook-ad-accounts-with-4c9996a8f282
eimadpbcbfnmbkopoojfekhnkhdbieeh,Quick access to Chat GPT,FakeGPT,https://labs.guard.io/fakegpt-new-variant-of-fake-chatgpt-chrome-extension-stealing-facebook-ad-accounts-with-4c9996a8f282
ldipcbpaocekfooobnbcddclnhejkcpn,DF youtube,https://www.malwarebytes.com/blog/detections/pup-optional-mindspark,https://www.google.co.uk/search?q=site%3Achrome.google.com%2Fwebstore%2F+%22mindspark.com%22
